Time,Knee Angle,Thigh Roll,Thigh Pitch,Calf Roll,Calf Pitch
59.89,16.27,-2.64,16.27,0.00,0.00
59.91,16.22,-2.64,16.22,0.00,0.00
59.92,16.17,-2.63,16.17,0.00,0.00
59.94,16.11,-2.63,16.11,0.00,0.00
59.95,16.05,-2.62,16.05,0.00,0.00
59.96,16.00,-2.62,16.00,0.00,0.00
59.98,15.94,-2.61,15.94,0.00,0.00
59.99,15.88,-2.61,15.88,0.00,0.00
60.00,15.82,-2.61,15.82,0.00,0.00
60.01,15.75,-2.61,15.75,0.00,0.00
60.02,15.68,-2.61,15.68,0.00,0.00
60.04,15.61,-2.61,15.61,0.00,0.00
60.05,15.54,-2.61,15.54,0.00,0.00
60.06,15.48,-2.61,15.48,0.00,0.00
60.08,15.42,-2.61,15.42,0.00,0.00
60.09,15.38,-2.61,15.38,0.00,0.00
60.10,15.35,-2.60,15.35,0.00,0.00
60.12,15.33,-2.60,15.33,0.00,0.00
60.13,15.34,-2.58,15.34,0.00,0.00
60.14,15.35,-2.56,15.35,0.00,0.00
60.16,15.36,-2.55,15.36,0.00,0.00
60.17,15.38,-2.54,15.38,0.00,0.00
60.18,15.40,-2.53,15.40,0.00,0.00
60.19,15.42,-2.53,15.42,0.00,0.00
60.21,15.44,-2.51,15.44,0.00,0.00
60.22,15.46,-2.50,15.46,0.00,0.00
60.23,15.46,-2.49,15.46,0.00,0.00
60.25,15.46,-2.49,15.46,0.00,0.00
60.26,15.44,-2.49,15.44,0.00,0.00
60.27,15.42,-2.49,15.42,0.00,0.00
60.28,15.40,-2.49,15.40,0.00,0.00
60.30,15.39,-2.50,15.39,0.00,0.00
60.31,15.40,-2.52,15.40,0.00,0.00
60.32,15.41,-2.54,15.41,0.00,0.00
60.34,15.43,-2.55,15.43,0.00,0.00
60.35,15.46,-2.57,15.46,0.00,0.00
60.36,15.50,-2.57,15.50,0.00,0.00
60.38,15.54,-2.57,15.54,0.00,0.00
60.39,15.58,-2.55,15.58,0.00,0.00
60.40,15.64,-2.54,15.64,0.00,0.00
60.42,15.69,-2.52,15.69,0.00,0.00
60.43,15.76,-2.49,15.76,0.00,0.00
60.44,15.83,-2.45,15.83,0.00,0.00
60.45,15.91,-2.41,15.91,0.00,0.00
60.47,15.99,-2.36,15.99,0.00,0.00
60.48,16.07,-2.32,16.07,0.00,0.00
60.49,16.16,-2.27,16.16,0.00,0.00
60.50,16.25,-2.23,16.25,0.00,0.00
60.52,16.35,-2.19,16.35,0.00,0.00
60.53,16.45,-2.16,16.45,0.00,0.00
60.54,16.55,-2.14,16.55,0.00,0.00
60.56,16.61,-2.12,16.61,0.00,0.00
60.57,16.64,-2.10,16.64,0.00,0.00
60.59,16.63,-2.10,16.63,0.00,0.00
60.60,16.59,-2.11,16.59,0.00,0.00
60.61,16.54,-2.13,16.54,0.00,0.00
60.62,16.47,-2.16,16.47,0.00,0.00
60.64,16.40,-2.19,16.40,0.00,0.00
60.65,16.33,-2.22,16.33,0.00,0.00
60.67,16.26,-2.25,16.26,0.00,0.00
60.68,16.19,-2.28,16.19,0.00,0.00
60.70,16.12,-2.28,16.12,0.00,0.00
60.71,16.05,-2.28,16.05,0.00,0.00
60.72,15.96,-2.28,15.96,0.00,0.00
60.74,15.87,-2.28,15.87,0.00,0.00
60.75,15.76,-2.29,15.76,0.00,0.00
60.77,15.64,-2.30,15.64,0.00,0.00
60.78,15.52,-2.31,15.52,0.00,0.00
60.79,15.42,-2.31,15.42,0.00,0.00
60.81,15.33,-2.30,15.33,0.00,0.00
60.82,15.27,-2.29,15.27,0.00,0.00
60.83,15.22,-2.27,15.22,0.00,0.00
60.85,15.18,-2.25,15.18,0.00,0.00
60.86,15.13,-2.22,15.13,0.00,0.00
60.88,15.07,-2.20,15.07,0.00,0.00
60.89,15.00,-2.17,15.00,0.00,0.00
60.90,14.94,-2.16,14.94,0.00,0.00
60.92,14.87,-2.16,14.87,0.00,0.00
60.93,14.80,-2.18,14.80,0.00,0.00
60.94,14.74,-2.18,14.74,0.00,0.00
60.96,14.68,-2.19,14.68,0.00,0.00
60.97,14.62,-2.19,14.62,0.00,0.00
60.98,14.57,-2.19,14.57,0.00,0.00
61.00,14.53,-2.19,14.53,0.00,0.00
61.01,14.50,-2.19,14.50,0.00,0.00
61.03,14.46,-2.21,14.46,0.00,0.00
61.04,14.45,-2.21,14.45,0.00,0.00
61.06,14.46,-2.21,14.46,0.00,0.00
61.07,14.47,-2.20,14.47,0.00,0.00
61.09,14.49,-2.18,14.49,0.00,0.00
61.10,14.53,-2.16,14.53,0.00,0.00
61.11,14.58,-2.14,14.58,0.00,0.00
61.13,14.65,-2.11,14.65,0.00,0.00
61.14,14.72,-2.09,14.72,0.00,0.00
61.15,14.80,-2.07,14.80,0.00,0.00
61.17,14.87,-2.06,14.87,0.00,0.00
61.18,14.93,-2.05,14.93,0.00,0.00
61.19,14.98,-2.04,14.98,0.00,0.00
61.21,15.02,-2.03,15.02,0.00,0.00
61.22,15.06,-2.03,15.06,0.00,0.00
61.23,15.09,-2.01,15.09,0.00,0.00
61.25,15.11,-2.03,15.11,0.00,0.00
61.26,15.12,-2.05,15.12,0.00,0.00
61.27,15.11,-2.07,15.11,0.00,0.00
61.29,15.08,-2.10,15.08,0.00,0.00
61.30,15.03,-2.13,15.03,0.00,0.00
61.31,14.97,-2.16,14.97,0.00,0.00
61.33,14.89,-2.16,14.89,0.00,0.00
61.34,14.80,-2.13,14.80,0.00,0.00
61.35,14.71,-2.11,14.71,0.00,0.00
61.37,14.65,-2.10,14.65,0.00,0.00
61.38,14.57,-1.98,14.57,0.00,0.00
61.39,14.55,-1.91,14.55,0.00,0.00
61.41,14.54,-1.84,14.54,0.00,0.00
61.42,14.54,-1.79,14.54,0.00,0.00
61.44,14.58,-1.76,14.58,0.00,0.00
61.45,14.65,-1.75,14.65,0.00,0.00
61.46,14.74,-1.76,14.74,0.00,0.00
61.48,14.83,-1.77,14.83,0.00,0.00
61.49,14.93,-1.79,14.93,0.00,0.00
61.50,15.02,-1.80,15.02,0.00,0.00
61.52,15.12,-1.81,15.12,0.00,0.00
61.53,15.19,-1.82,15.19,0.00,0.00
61.55,15.25,-1.81,15.25,0.00,0.00
61.56,15.30,-1.80,15.30,0.00,0.00
61.57,15.34,-1.79,15.34,0.00,0.00
61.59,15.37,-1.78,15.37,0.00,0.00
61.60,15.41,-1.78,15.41,0.00,0.00
61.61,15.45,-1.78,15.45,0.00,0.00
61.62,15.48,-1.78,15.48,0.00,0.00
61.64,15.51,-1.78,15.51,0.00,0.00
61.65,15.54,-1.77,15.54,0.00,0.00
61.66,15.55,-1.77,15.55,0.00,0.00
61.68,15.56,-1.77,15.56,0.00,0.00
61.69,15.57,-1.76,15.57,0.00,0.00
61.70,15.58,-1.76,15.58,0.00,0.00
61.72,15.59,-1.75,15.59,0.00,0.00
61.73,15.58,-1.74,15.58,0.00,0.00
61.75,15.57,-1.72,15.57,0.00,0.00
61.76,15.54,-1.70,15.54,0.00,0.00
61.78,15.49,-1.68,15.49,0.00,0.00
61.79,15.42,-1.66,15.42,0.00,0.00
61.80,15.33,-1.64,15.33,0.00,0.00
61.82,15.23,-1.62,15.23,0.00,0.00
61.83,15.13,-1.59,15.13,0.00,0.00
61.84,15.02,-1.56,15.02,0.00,0.00
61.86,14.91,-1.52,14.91,0.00,0.00
61.87,14.80,-1.48,14.80,0.00,0.00
61.88,14.71,-1.43,14.71,0.00,0.00
61.90,14.62,-1.37,14.62,0.00,0.00
61.91,14.56,-1.32,14.56,0.00,0.00
61.92,14.50,-1.27,14.50,0.00,0.00
61.94,14.46,-1.23,14.46,0.00,0.00
61.95,14.43,-1.19,14.43,0.00,0.00
61.97,14.41,-1.16,14.41,0.00,0.00
61.98,14.40,-1.13,14.40,0.00,0.00
61.99,14.40,-1.12,14.40,0.00,0.00
62.01,14.39,-1.11,14.39,0.00,0.00
62.02,14.40,-1.12,14.40,0.00,0.00
62.03,14.41,-1.13,14.41,0.00,0.00
62.05,14.43,-1.16,14.43,0.00,0.00
62.06,14.46,-1.18,14.46,0.00,0.00
62.08,14.49,-1.21,14.49,0.00,0.00
62.09,14.52,-1.23,14.52,0.00,0.00
62.10,14.56,-1.25,14.56,0.00,0.00
62.12,14.59,-1.27,14.59,0.00,0.00
62.13,14.62,-1.29,14.62,0.00,0.00
62.15,14.66,-1.31,14.66,0.00,0.00
62.16,14.71,-1.33,14.71,0.00,0.00
62.17,14.76,-1.35,14.76,0.00,0.00
62.19,14.77,-1.39,14.77,0.00,0.00
62.20,14.73,-1.40,14.73,0.00,0.00
62.21,14.67,-1.41,14.67,0.00,0.00
62.23,14.57,-1.42,14.57,0.00,0.00
62.24,14.47,-1.42,14.47,0.00,0.00
62.25,14.35,-1.43,14.35,0.00,0.00
62.27,14.25,-1.44,14.25,0.00,0.00
62.28,14.18,-1.45,14.18,0.00,0.00
62.29,14.14,-1.46,14.14,0.00,0.00
62.31,14.13,-1.46,14.13,0.00,0.00
62.32,14.16,-1.46,14.16,0.00,0.00
62.33,14.21,-1.45,14.21,0.00,0.00
62.35,14.28,-1.44,14.28,0.00,0.00
62.36,14.35,-1.44,14.35,0.00,0.00
62.38,14.42,-1.44,14.42,0.00,0.00
62.39,14.48,-1.43,14.48,0.00,0.00
62.40,14.53,-1.42,14.53,0.00,0.00
62.41,14.57,-1.41,14.57,0.00,0.00
62.43,14.59,-1.39,14.59,0.00,0.00
62.44,14.61,-1.38,14.61,0.00,0.00
62.46,14.61,-1.37,14.61,0.00,0.00
62.47,14.61,-1.36,14.61,0.00,0.00
62.48,14.61,-1.37,14.61,0.00,0.00
63.37,0.91,-0.06,0.91,0.00,0.00
63.38,1.60,-0.10,1.60,0.00,0.00
63.40,2.20,-0.13,2.20,0.00,0.00
63.41,2.75,-0.16,2.75,0.00,0.00
63.42,3.25,-0.17,3.25,0.00,0.00
63.44,3.70,-0.21,3.70,0.00,0.00
63.45,4.13,-0.24,4.13,0.00,0.00
63.47,4.53,-0.26,4.53,0.00,0.00
63.50,4.92,-0.28,4.92,0.00,0.00
63.51,5.29,-0.30,5.29,0.00,0.00
63.52,5.66,-0.33,5.66,0.00,0.00
63.53,6.01,-0.37,6.01,0.00,0.00
63.55,6.33,-0.40,6.33,0.00,0.00
63.56,6.63,-0.41,6.63,0.00,0.00
63.57,6.92,-0.41,6.92,0.00,0.00
63.59,7.21,-0.41,7.21,0.00,0.00
63.60,7.49,-0.42,7.49,0.00,0.00
63.61,7.78,-0.43,7.78,0.00,0.00
63.63,8.06,-0.45,8.06,0.00,0.00
63.64,8.34,-0.46,8.34,0.00,0.00
63.65,8.61,-0.47,8.61,0.00,0.00
63.67,8.88,-0.48,8.88,0.00,0.00
63.68,9.13,-0.51,9.13,0.00,0.00
63.70,9.37,-0.54,9.37,0.00,0.00
63.71,9.63,-0.56,9.63,0.00,0.00
63.73,9.88,-0.60,9.88,0.00,0.00
63.74,10.14,-0.61,10.14,0.00,0.00
63.75,10.41,-0.64,10.41,0.00,0.00
63.77,10.68,-0.69,10.68,0.00,0.00
63.78,10.91,-0.76,10.91,0.00,0.00
63.79,11.12,-0.82,11.12,0.00,0.00
63.81,11.33,-0.85,11.33,0.00,0.00
63.82,11.53,-0.86,11.53,0.00,0.00
63.84,11.72,-0.88,11.72,0.00,0.00
63.85,11.89,-0.89,11.89,0.00,0.00
63.86,12.01,-0.92,12.01,0.00,0.00
63.88,12.11,-0.93,12.11,0.00,0.00
63.89,12.19,-0.93,12.19,0.00,0.00
63.90,12.27,-0.91,12.27,0.00,0.00
63.91,12.37,-0.91,12.37,0.00,0.00
63.93,12.48,-0.92,12.48,0.00,0.00
63.94,12.59,-0.94,12.59,0.00,0.00
63.95,12.70,-0.97,12.70,0.00,0.00
63.96,12.80,-1.00,12.80,0.00,0.00
63.98,12.91,-1.01,12.91,0.00,0.00
63.99,13.02,-1.04,13.02,0.00,0.00
64.00,13.14,-1.07,13.14,0.00,0.00
64.02,13.26,-1.10,13.26,0.00,0.00
64.03,13.39,-1.12,13.39,0.00,0.00
64.04,13.52,-1.14,13.52,0.00,0.00
64.06,13.63,-1.17,13.63,0.00,0.00
64.07,13.73,-1.20,13.73,0.00,0.00
64.08,13.83,-1.21,13.83,0.00,0.00
64.10,13.93,-1.22,13.93,0.00,0.00
64.11,14.04,-1.22,14.04,0.00,0.00
64.13,14.16,-1.23,14.16,0.00,0.00
64.14,14.27,-1.24,14.27,0.00,0.00
64.16,14.38,-1.26,14.38,0.00,0.00
64.17,14.47,-1.26,14.47,0.00,0.00
64.18,14.55,-1.26,14.55,0.00,0.00
64.20,14.63,-1.26,14.63,0.00,0.00
64.21,14.69,-1.28,14.69,0.00,0.00
64.23,14.76,-1.29,14.76,0.00,0.00
64.24,14.82,-1.31,14.82,0.00,0.00
64.25,14.87,-1.32,14.87,0.00,0.00
64.26,14.93,-1.34,14.93,0.00,0.00
64.28,14.98,-1.34,14.98,0.00,0.00
64.29,15.03,-1.33,15.03,0.00,0.00
64.30,15.07,-1.32,15.07,0.00,0.00
64.32,15.11,-1.31,15.11,0.00,0.00
64.33,15.13,-1.30,15.13,0.00,0.00
64.34,15.14,-1.29,15.14,0.00,0.00
64.36,15.13,-1.27,15.13,0.00,0.00
64.37,15.12,-1.25,15.12,0.00,0.00
64.38,15.09,-1.23,15.09,0.00,0.00
64.40,15.04,-1.20,15.04,0.00,0.00
64.41,14.98,-1.19,14.98,0.00,0.00
64.42,14.91,-1.19,14.91,0.00,0.00
64.44,14.84,-1.18,14.84,0.00,0.00
64.45,14.76,-1.19,14.76,0.00,0.00
64.47,14.69,-1.20,14.69,0.00,0.00
64.48,14.63,-1.21,14.63,0.00,0.00
64.49,14.59,-1.22,14.59,0.00,0.00
64.51,14.57,-1.23,14.57,0.00,0.00
64.52,14.55,-1.23,14.55,0.00,0.00
64.53,14.54,-1.24,14.54,0.00,0.00
64.55,14.54,-1.25,14.54,0.00,0.00
64.56,14.54,-1.26,14.54,0.00,0.00
64.58,14.55,-1.26,14.55,0.00,0.00
64.59,14.57,-1.27,14.57,0.00,0.00
64.60,14.60,-1.27,14.60,0.00,0.00
64.62,14.63,-1.28,14.63,0.00,0.00
64.63,14.66,-1.29,14.66,0.00,0.00
64.64,14.69,-1.31,14.69,0.00,0.00
64.66,14.71,-1.32,14.71,0.00,0.00
64.67,14.72,-1.34,14.72,0.00,0.00
64.68,14.72,-1.35,14.72,0.00,0.00
64.70,14.72,-1.37,14.72,0.00,0.00
64.71,14.71,-1.38,14.71,0.00,0.00
64.72,14.71,-1.38,14.71,0.00,0.00
64.74,14.72,-1.38,14.72,0.00,0.00
64.75,14.73,-1.38,14.73,0.00,0.00
64.76,14.75,-1.38,14.75,0.00,0.00
64.78,14.77,-1.40,14.77,0.00,0.00
64.79,14.79,-1.42,14.79,0.00,0.00
64.81,14.85,-1.48,14.85,0.00,0.00
64.82,14.88,-1.50,14.88,0.00,0.00
64.83,14.91,-1.52,14.91,0.00,0.00
64.84,14.95,-1.54,14.95,0.00,0.00
64.86,14.99,-1.56,14.99,0.00,0.00
64.87,15.02,-1.58,15.02,0.00,0.00
64.89,15.05,-1.60,15.05,0.00,0.00
64.90,15.08,-1.61,15.08,0.00,0.00
64.92,15.10,-1.63,15.10,0.00,0.00
64.93,15.12,-1.65,15.12,0.00,0.00
64.94,15.12,-1.67,15.12,0.00,0.00
64.95,15.12,-1.70,15.12,0.00,0.00
64.97,15.12,-1.73,15.12,0.00,0.00
64.98,15.12,-1.77,15.12,0.00,0.00
65.00,15.12,-1.81,15.12,0.00,0.00
65.01,15.12,-1.84,15.12,0.00,0.00
65.02,15.12,-1.88,15.12,0.00,0.00
65.03,15.11,-1.91,15.11,0.00,0.00
65.05,15.10,-1.94,15.10,0.00,0.00
65.06,15.10,-1.98,15.10,0.00,0.00
65.07,15.08,-2.01,15.08,0.00,0.00
65.09,15.07,-2.05,15.07,0.00,0.00
65.10,15.05,-2.09,15.05,0.00,0.00
65.11,15.04,-2.13,15.04,0.00,0.00
65.13,15.02,-2.16,15.02,0.00,0.00
65.14,15.00,-2.20,15.00,0.00,0.00
65.15,14.97,-2.23,14.97,0.00,0.00
65.17,14.94,-2.26,14.94,0.00,0.00
65.18,14.91,-2.29,14.91,0.00,0.00
65.19,14.88,-2.31,14.88,0.00,0.00
65.21,14.85,-2.34,14.85,0.00,0.00
65.22,14.83,-2.38,14.83,0.00,0.00
65.23,14.79,-2.42,14.79,0.00,0.00
65.25,14.75,-2.47,14.75,0.00,0.00
65.26,14.70,-2.52,14.70,0.00,0.00
65.27,14.64,-2.58,14.64,0.00,0.00
65.28,14.59,-2.65,14.59,0.00,0.00
65.30,14.54,-2.72,14.54,0.00,0.00
65.31,14.48,-2.80,14.48,0.00,0.00
65.32,14.43,-2.87,14.43,0.00,0.00
65.34,14.38,-2.94,14.38,0.00,0.00
65.35,14.33,-3.01,14.33,0.00,0.00
65.37,14.28,-3.08,14.28,0.00,0.00
65.38,14.24,-3.14,14.24,0.00,0.00
65.39,14.19,-3.20,14.19,0.00,0.00
65.40,14.14,-3.27,14.14,0.00,0.00
65.42,14.08,-3.34,14.08,0.00,0.00
65.43,14.02,-3.40,14.02,0.00,0.00
65.45,13.97,-3.45,13.97,0.00,0.00
65.46,13.91,-3.50,13.91,0.00,0.00
65.48,13.86,-3.54,13.86,0.00,0.00
65.49,13.82,-3.58,13.82,0.00,0.00
65.50,13.77,-3.62,13.77,0.00,0.00
65.52,13.72,-3.66,13.72,0.00,0.00
65.53,13.68,-3.69,13.68,0.00,0.00
65.54,13.64,-3.72,13.64,0.00,0.00
65.56,13.61,-3.75,13.61,0.00,0.00
65.57,13.58,-3.77,13.58,0.00,0.00
65.58,13.55,-3.79,13.55,0.00,0.00
65.60,13.52,-3.83,13.52,0.00,0.00
65.61,13.49,-3.87,13.49,0.00,0.00
65.62,13.49,-3.91,13.49,0.00,0.00
65.64,13.49,-3.93,13.49,0.00,0.00
65.65,13.51,-3.96,13.51,0.00,0.00
65.66,13.51,-3.97,13.51,0.00,0.00
65.68,13.50,-3.98,13.50,0.00,0.00
65.69,13.47,-3.99,13.47,0.00,0.00
65.70,13.43,-4.01,13.43,0.00,0.00
65.72,13.40,-4.04,13.40,0.00,0.00
65.73,13.39,-4.07,13.39,0.00,0.00
65.74,13.38,-4.10,13.38,0.00,0.00
65.76,13.37,-4.12,13.37,0.00,0.00
65.77,13.35,-4.14,13.35,0.00,0.00
65.78,13.33,-4.18,13.33,0.00,0.00
65.79,13.31,-4.21,13.31,0.00,0.00
65.81,13.29,-4.25,13.29,0.00,0.00
65.82,13.28,-4.30,13.28,0.00,0.00
65.84,13.26,-4.33,13.26,0.00,0.00
65.85,13.22,-4.35,13.22,0.00,0.00
65.86,13.20,-4.37,13.20,0.00,0.00
65.88,13.17,-4.38,13.17,0.00,0.00
65.89,13.14,-4.40,13.14,0.00,0.00
65.90,13.13,-4.41,13.13,0.00,0.00
65.92,13.15,-4.43,13.15,0.00,0.00
65.93,13.16,-4.41,13.16,0.00,0.00
65.94,13.16,-4.40,13.16,0.00,0.00
65.96,13.15,-4.42,13.15,0.00,0.00
65.97,13.21,-4.48,13.21,0.00,0.00
65.99,13.28,-4.54,13.28,0.00,0.00
66.00,13.32,-4.58,13.32,0.00,0.00
66.01,13.34,-4.55,13.34,0.00,0.00
66.03,13.35,-4.54,13.35,0.00,0.00
66.04,13.37,-4.56,13.37,0.00,0.00
66.06,13.38,-4.60,13.38,0.00,0.00
66.07,13.36,-4.74,13.36,0.00,0.00
66.08,13.28,-4.79,13.28,0.00,0.00
66.10,13.25,-4.76,13.25,0.00,0.00
66.11,13.24,-4.68,13.24,0.00,0.00
66.12,13.26,-4.67,13.26,0.00,0.00
66.14,13.26,-4.69,13.26,0.00,0.00
66.15,13.23,-4.77,13.23,0.00,0.00
66.16,13.17,-4.86,13.17,0.00,0.00
66.18,13.10,-4.94,13.10,0.00,0.00
66.19,13.03,-5.00,13.03,0.00,0.00
66.21,12.99,-5.04,12.99,0.00,0.00
66.22,12.96,-5.10,12.96,0.00,0.00
66.23,12.93,-5.12,12.93,0.00,0.00
66.25,13.06,-5.41,13.06,0.00,0.00
66.26,13.03,-5.44,13.03,0.00,0.00
66.28,12.98,-5.50,12.98,0.00,0.00
66.29,12.87,-5.49,12.87,0.00,0.00
66.31,12.69,-5.40,12.69,0.00,0.00
66.32,12.51,-5.31,12.51,0.00,0.00
66.33,12.31,-5.22,12.31,0.00,0.00
66.35,12.14,-5.16,12.14,0.00,0.00
66.36,12.04,-5.08,12.04,0.00,0.00
66.38,11.95,-4.74,11.95,0.00,0.00
66.39,11.97,-4.88,11.97,0.00,0.00
66.40,11.99,-5.04,11.99,0.00,0.00
66.42,12.00,-5.18,12.00,0.00,0.00
66.43,12.02,-5.35,12.02,0.00,0.00
66.45,12.04,-5.50,12.04,0.00,0.00
66.46,12.06,-5.59,12.06,0.00,0.00
66.47,12.10,-5.71,12.10,0.00,0.00
66.48,12.09,-5.75,12.09,0.00,0.00
66.50,12.07,-5.88,12.07,0.00,0.00
66.51,11.99,-5.99,11.99,0.00,0.00
66.53,11.89,-6.04,11.89,0.00,0.00
66.54,11.83,-6.03,11.83,0.00,0.00
66.55,11.73,-6.23,11.73,0.00,0.00
66.56,11.67,-6.28,11.67,0.00,0.00
66.58,11.61,-6.44,11.61,0.00,0.00
66.59,11.52,-6.53,11.52,0.00,0.00
66.61,11.47,-6.46,11.47,0.00,0.00
66.62,11.41,-6.41,11.41,0.00,0.00
66.64,11.34,-6.39,11.34,0.00,0.00
66.65,11.24,-6.39,11.24,0.00,0.00
66.67,11.11,-6.46,11.11,0.00,0.00
66.68,10.98,-6.49,10.98,0.00,0.00
66.69,10.74,-6.42,10.74,0.00,0.00
66.71,10.62,-6.33,10.62,0.00,0.00
66.72,10.53,-6.25,10.53,0.00,0.00
66.73,10.44,-6.21,10.44,0.00,0.00
66.75,10.37,-6.18,10.37,0.00,0.00
66.76,10.32,-6.17,10.32,0.00,0.00
66.77,10.28,-6.18,10.28,0.00,0.00
66.78,10.24,-6.20,10.24,0.00,0.00
66.80,10.19,-6.22,10.19,0.00,0.00
66.81,10.09,-6.23,10.09,0.00,0.00
66.83,10.12,-6.39,10.12,0.00,0.00
66.84,10.21,-6.40,10.21,0.00,0.00
66.86,10.30,-6.36,10.30,0.00,0.00
66.87,10.35,-6.36,10.35,0.00,0.00
66.89,10.38,-6.39,10.38,0.00,0.00
66.90,10.40,-6.45,10.40,0.00,0.00
66.92,10.42,-6.53,10.42,0.00,0.00
66.93,10.45,-6.57,10.45,0.00,0.00
66.94,10.51,-6.64,10.51,0.00,0.00
66.95,10.54,-6.62,10.54,0.00,0.00
66.97,10.52,-6.63,10.52,0.00,0.00
66.98,10.48,-6.65,10.48,0.00,0.00
67.00,10.43,-6.69,10.43,0.00,0.00
67.01,10.36,-6.69,10.36,0.00,0.00
67.02,10.31,-6.68,10.31,0.00,0.00
67.03,10.31,-6.69,10.31,0.00,0.00
67.05,10.38,-6.69,10.38,0.00,0.00
67.06,10.46,-6.68,10.46,0.00,0.00
67.08,10.49,-6.65,10.49,0.00,0.00
67.09,10.48,-6.58,10.48,0.00,0.00
67.10,10.38,-6.48,10.38,0.00,0.00
67.12,10.45,-6.44,10.45,0.00,0.00
67.13,10.60,-6.45,10.60,0.00,0.00
67.15,10.84,-6.53,10.84,0.00,0.00
67.16,11.15,-6.62,11.15,0.00,0.00
67.17,11.45,-6.73,11.45,0.00,0.00
67.19,11.70,-6.87,11.70,0.00,0.00
67.20,11.92,-6.96,11.92,0.00,0.00
67.21,12.10,-7.02,12.10,0.00,0.00
